ds,y
2017-04-12,55.66
2017-04-13,48.339
2017-04-14,53.32
2017-04-15,65.592
2017-04-16,0.0
2017-04-17,35.29
2017-04-18,46.7
2017-04-19,26.406
2017-04-20,40.39
2017-04-21,45.285
2017-04-22,40.1
2017-04-23,56.516000000000005
2017-04-24,49.29
2017-04-25,72.19
2017-04-26,33.0
2017-04-27,41.367000000000004
2017-04-28,43.5
2017-04-29,44.3
2017-04-30,41.346000000000004
2017-05-01,4.54
2017-05-02,48.033
2017-05-03,56.87
2017-05-04,34.03
2017-05-05,38.42
2017-05-06,38.093
2017-05-07,43.75
2017-05-08,32.59
2017-05-09,35.43
2017-05-10,58.057
2017-05-11,50.693
2017-05-12,51.093
2017-05-13,37.363
2017-05-14,54.196000000000005
2017-05-15,42.043
2017-05-16,40.69
2017-05-17,27.18
2017-05-18,47.54
2017-05-19,62.58
2017-05-20,42.352999999999994
2017-05-21,63.493
2017-05-22,56.47
2017-05-23,39.406
2017-05-24,44.93
2017-05-25,40.519999999999996
2017-05-26,54.01
2017-05-27,50.951
2017-05-28,26.872999999999998
2017-05-29,51.963
2017-05-30,53.696
2017-05-31,41.629
2017-06-01,42.41
2017-06-02,45.73
2017-06-03,47.726
2017-06-04,47.397
2017-06-05,36.519999999999996
2017-06-06,38.5
2017-06-07,75.023
2017-06-08,41.173
2017-06-09,26.52
2017-06-10,47.01
2017-06-11,59.24
2017-06-12,50.28
2017-06-13,35.113
2017-06-14,29.66
2017-06-15,46.980000000000004
2017-06-16,29.7
2017-06-17,41.726
2017-06-18,56.37
2017-06-19,35.31
2017-06-20,46.06
2017-06-21,39.73
2017-06-22,34.34
2017-06-23,26.54
2017-06-24,56.65
2017-06-25,45.440000000000005
2017-06-26,40.963
2017-06-27,44.82
2017-06-28,45.533
2017-06-29,57.67
2017-06-30,36.802
2017-07-01,35.66
2017-07-02,29.68
2017-07-03,35.17
2017-07-04,49.01
2017-07-05,72.16
2017-07-06,41.93
2017-07-07,35.1
2017-07-08,46.079
2017-07-09,33.99
2017-07-10,39.353
2017-07-11,33.019999999999996
2017-07-12,37.74
2017-07-13,31.42
2017-07-14,40.089
2017-07-15,41.67
2017-07-16,49.68
2017-07-17,48.147
2017-07-18,62.84
2017-07-19,50.59
2017-07-20,47.0
2017-07-21,28.33
2017-07-22,41.69
2017-07-23,35.929
2017-07-24,30.939999999999998
2017-07-25,35.79
2017-07-26,42.109
2017-07-27,27.07
2017-07-28,40.3
2017-07-29,27.48
2017-07-30,33.785
2017-07-31,47.4
2017-08-01,33.26
2017-08-02,41.66
2017-08-03,32.99
2017-08-04,48.0
2017-08-05,26.444
2017-08-06,28.429000000000002
2017-08-07,36.44
2017-08-08,33.191
2017-08-09,42.78
2017-08-10,40.09
2017-08-11,28.08
2017-08-12,44.729
2017-08-13,40.36
2017-08-14,36.407
2017-08-15,62.183
2017-08-16,39.45
2017-08-17,33.99
2017-08-18,31.32
2017-08-19,51.713
2017-08-20,35.786
2017-08-21,38.07
2017-08-22,37.69
2017-08-23,69.66
2017-08-24,63.053
2017-08-25,48.26
2017-08-26,46.506
2017-08-27,45.64
2017-08-28,52.0
2017-08-29,48.666000000000004
2017-08-30,40.81
2017-08-31,44.763000000000005
2017-09-01,41.94
2017-09-02,44.87
2017-09-03,43.692
2017-09-04,49.83
2017-09-05,44.589999999999996
2017-09-06,56.33
2017-09-07,29.2
2017-09-08,68.25
2017-09-09,47.84
2017-09-10,56.49
2017-09-11,37.373000000000005
2017-09-12,39.0
2017-09-13,52.66
2017-09-14,57.739999999999995
2017-09-15,49.0
2017-09-16,52.95
2017-09-17,64.34
2017-09-18,51.34
2017-09-19,76.613
2017-09-20,51.913000000000004
2017-09-21,42.736
2017-09-22,42.400999999999996
2017-09-23,50.43
2017-09-24,77.886
2017-09-25,80.717
2017-09-26,59.370000000000005
2017-09-27,60.33
2017-09-28,59.370000000000005
2017-09-29,64.4
2017-09-30,107.24
2017-10-01,113.991
2017-10-02,35.480000000000004
2017-10-03,93.79
2017-10-04,56.33
2017-10-05,73.12
2017-10-06,64.44999999999999
2017-10-07,58.272999999999996
2017-10-08,115.231
2017-10-09,0.0
2017-10-10,61.68
2017-10-11,59.0
2017-10-12,61.693
2017-10-13,62.326
2017-10-14,84.7
2017-10-15,68.68
2017-10-16,61.1
2017-10-17,55.21
2017-10-18,77.52000000000001
2017-10-19,61.519999999999996
2017-10-20,69.443
2017-10-21,56.599000000000004
2017-10-22,94.8
2017-10-23,68.293
2017-10-24,93.2
2017-10-25,47.92
2017-10-26,59.729
2017-10-27,78.68299999999999
2017-10-28,56.43
2017-10-29,53.283
2017-10-30,56.959999999999994
2017-10-31,50.693
2017-11-01,38.099000000000004
2017-11-02,48.716
2017-11-03,71.8
2017-11-04,66.012
2017-11-05,56.679
2017-11-06,56.739999999999995
2017-11-07,37.17
2017-11-08,25.299999999999997
2017-11-09,49.216
2017-11-10,89.2
2017-11-11,57.6
2017-11-12,68.8
2017-11-13,70.35900000000001
2017-11-14,46.659
2017-11-15,44.756
2017-11-16,32.93
2017-11-17,81.837
2017-11-18,69.48
2017-11-19,52.379999999999995
2017-11-20,50.88
2017-11-21,45.41
2017-11-22,55.1
2017-11-23,72.62
2017-11-24,59.455999999999996
2017-11-25,52.006
2017-11-26,60.646
2017-11-27,59.935
2017-11-28,71.28999999999999
2017-11-29,60.437
2017-11-30,54.066
2017-12-01,54.39
2017-12-02,47.5
2017-12-03,58.753
2017-12-04,41.963
2017-12-05,36.995000000000005
2017-12-06,58.696
2017-12-07,52.01
2017-12-08,70.54
2017-12-09,72.17
2017-12-10,87.80199999999999
2017-12-11,70.9
2017-12-12,74.396
2017-12-13,48.64
2017-12-14,47.0
2017-12-15,47.69
2017-12-16,66.6
2017-12-17,77.43
2017-12-18,57.93
2017-12-19,0.0
2017-12-20,51.596000000000004
2017-12-21,43.08
2017-12-22,51.859
2017-12-23,52.905
2017-12-24,55.32000000000001
2017-12-25,33.25
2017-12-26,88.06
2017-12-27,61.664
2017-12-28,91.242
2017-12-29,85.306
2017-12-30,92.043
2017-12-31,109.373
